,Ratings,Title,Reviews,Likes,Dislikes,Date
2128,,Really Nice,it's Good...READ MORE,0,0,17-04-2019
2129,,Great product,nice and sturdy product at affordable price.this review is after 6 month of useREAD MORE,0,1,17-04-2019
2130,,Unsatisfactory,don't buy it..big mistake of my lifeREAD MORE,0,0,17-04-2019
2131,,Don't waste your money,don't buyREAD MORE,0,0,17-04-2019
2132,,Terrible product,first time bad experience in Flipkart.cheap quality materials. sheets all corners broken and crispy sound.soo bad and too worst.my valuable moneyREAD MORE,0,0,17-04-2019
2133,,Fabulous!,Very nice bedREAD MORE,0,0,17-04-2019
2134,,Did not meet expectations,not goodREAD MORE,0,0,17-04-2019
2135,,Terrible product,Very bad quality if you fixed in one place and you want to shift the bed to another place then and bad will be broke in all the parts waste of money never purchaseREAD MORE,0,0,17-04-2019
2136,,Value-for-money,Gud one but handle it carefullyREAD MORE,0,0,17-04-2019
2137,,Fabulous!,Nice built and good look product ...READ MORE,0,0,17-04-2019
2138,,Terrible product,Guys don’t buy this product. It is totally wasted of moneyREAD MORE,0,0,17-04-2019
2139,,Terrific purchase,niceREAD MORE,0,0,17-04-2019
2140,,Does the job,products design was too good. But down side material are too thin. overall good productREAD MORE,0,0,17-03-2019
2141,,Super! having a good nights rest,Feel like King Henry!READ MORE,0,0,17-03-2019
2142,,Waste of money!,bad qualityREAD MORE,0,1,17-03-2019
2143,,Slightly disappointed,It is a toy type with the headrest side is most horrible and the wood pieces used are very delicate and it's a total use less investment.Never go for it.READ MORE,0,0,17-03-2019
2144,,Perfect product!,nicREAD MORE,0,0,17-03-2019
2145,,Simply awesome,SuperREAD MORE,0,0,17-03-2019
2146,,Very poor,very bad productREAD MORE,0,0,17-03-2019
2147,,Must buy!,Very impressed with the ontime and delivery servuce in a small town like Bolpur.READ MORE,0,0,17-03-2019
2148,,Not recommended at all,poor material and poorer flipkartREAD MORE,0,0,17-03-2019
2149,,Useless product,"extremely bad product,  please all the customers I warn you this brand is fooling customers and there is no quality from the product****do not buy the product******READ MORE",0,0,17-03-2019
2150,,Highly recommended,"awesome, just buy it, if you don't want to play kabaddi on itREAD MORE",0,0,17-03-2019
2151,,Worth the money,Value for moneyREAD MORE,0,0,17-03-2019
2152,,Great product,value for moneyREAD MORE,0,0,17-03-2019
2153,,Highly recommended,Good product and service alsoREAD MORE,0,0,17-03-2019
2154,,Super!,gopinathan IPJCCH0077 jeeves chennai installation good performance and clear work.READ MORE,0,0,17-03-2019
2155,,Not good,don't use after 3 month is brokenREAD MORE,0,0,17-03-2019
2156,,Wonderful,very good product in this price totally used particle board in this bedREAD MORE,0,0,17-03-2019
2157,,Excellent,Good product. value for moneyREAD MORE,0,0,17-03-2019
2158,,Classy product,"love this bed. it's design ,storage facility and size, every thing is perfect. Value for the money.READ MORE",0,0,17-03-2019
2159,,Classy product,its a value for money product..READ MORE,0,0,17-03-2019
2160,,Simply awesome,goodREAD MORE,0,0,17-03-2019
2161,,Don't waste your money,Very thin wood very poor quality and fragile..READ MORE,0,0,17-03-2019
2162,,Delightful,It's ok in this price range.READ MORE,0,0,17-03-2019
2163,,Value-for-money,awesome productREAD MORE,0,0,17-03-2019
2164,,Absolute rubbish!,Very goodREAD MORE,0,0,17-03-2019
2165,,Good,cannot be moved until we dis-assemble the cot...and dis assembly is difficultREAD MORE,0,0,17-03-2019
2166,,Fabulous!,good....READ MORE,0,0,17-03-2019
2167,,Hated it!,Quality of product is ok for the price but not assembly properly by technician sent by flipkart.. Some sounds coming and one side bent due to improper assembly..READ MORE,0,0,17-03-2019
2168,,Did not meet expectations,"The product received on time and delivery was fine.the product description says it has a support at bottom but actually not.All six boxes inner ply will be laying in ground, so need to see how long this inner ply will sustain in cold weather.I got this king size bed in 13k so it is not up to expectations.READ MORE",0,0,17-03-2019
2169,,Delightful,good product satisfactory so far 2 month of use definalty reccomnd forthis product who looking for the budget cotREAD MORE,0,0,17-03-2019
2170,,Classy product,GOODREAD MORE,0,0,17-03-2019
2171,,Slightly disappointed,"The specifications for queen size bed says the recommended size is 78x60 inches. However, the matress space provided in the bed is 78.8x61.5 inches. So, the standard size mattress (78x60) will leave spaces along its length and breadth. Also neither Flipkart nor the seller will resolve this issue.READ MORE",0,0,17-03-2019
2172,,Classy product,Best!!!READ MORE,0,0,17-03-2019
2173,,Wonderful,"It looks very good, I love this, very valuable for money in this price range.READ MORE",0,0,17-03-2019
2174,,Worth the money,goodREAD MORE,0,0,17-03-2019
2175,,Fair,Average bed in low price... Its good if you are using  for 2 members.READ MORE,0,0,17-02-2019
2176,,Absolute rubbish!,plywood is very Cheap never ever go if anyone needed I will give you for half of the priceREAD MORE,0,0,17-02-2019
2177,,Not recommended at all,worst. don't go for this I would have given 0 rating for this.READ MORE,0,0,17-02-2019
2178,,Worth every penny,Gopinathan M (IPJCCH0077) Jeeves chennai he did the installation on time and it was good experience. The product is ok but the Serivce was goodREAD MORE,0,0,17-02-2019
2179,,Terrific,worth of money ??????READ MORE,0,0,17-02-2019
2180,,Classy product,great service and installationREAD MORE,0,0,17-02-2019
2181,,Mind-blowing purchase,great productREAD MORE,0,0,17-02-2019
2182,,Really Nice,good productREAD MORE,0,0,17-02-2019
2183,,Does the job,Not recommended for longer periodsREAD MORE,0,0,17-02-2019
2184,,Pretty good,goodREAD MORE,0,0,17-02-2019
2185,,Value-for-money,its goodREAD MORE,0,0,17-02-2019
2186,,Not good,"Flipkart does not take responsibility for the product installation. Its been 3 days I have received the bed but no one has shown up for installation after several follow ups. Better to purchase from store, they are always available for support.READ MORE",0,0,17-02-2019
2187,,Awesome,"excellent finish.delivered before expected time.installation also done perfectly. delivery persons and installation guy also very polite.i was having a doubt about the finishing. and doubt that may have any damage on transport.the package was slight damage but the product is very safe.i have 2 cons that the top closing board sides are not covered by the sheet.it may leads to damage if we are unaware about particle wood.second point is the corners are having very sharp edges,you can cut vegeta...READ MORE",0,0,17-02-2019
2188,,Absolute rubbish!,VERY BAD QUALITY BAD I SUGGEST NOT BUY THIS  BED AND NO REPLACEMENT FOR THIS BED THEY JUST TELLING LIETHEY USE BOARD NOT WOOD FOR MAKING OF THIS BED.READ MORE,0,0,17-02-2019
2189,,Excellent,Excellent product and serviceREAD MORE,0,0,17-02-2019
2190,,Good quality product,okREAD MORE,0,0,17-02-2019
2191,,Good,width of the cot is slightly more than 60 inches. mattress not sit properly perfection.READ MORE,0,0,17-02-2019
2192,,Delightful,"same as showing in pic, worth for moneyREAD MORE",0,0,17-02-2019
2193,,Classy product,Very cheap price with good quality n also very hard...I will suggest every one to buy thisREAD MORE,0,0,17-02-2019
2194,,Mind-blowing purchase,awsome bed.READ MORE,0,0,17-02-2019
2195,,Value-for-money,Not bad not good but value your for your moneyREAD MORE,0,0,17-02-2019
2196,,Excellent,Bed frame is as expected. Delivery and installation was done promptly and on time. Overall good purchaseREAD MORE,0,0,17-02-2019
2197,,Great product,GudREAD MORE,0,0,17-02-2019
2198,,Good quality product,very nice and durable productREAD MORE,0,0,17-02-2019
2199,,Just wow!,awesome bedREAD MORE,0,0,17-02-2019
2200,,Horrible,Worst...never buy bed from the companyREAD MORE,0,0,17-02-2019
2201,,Good quality product,Need improvement in base level structureREAD MORE,0,0,17-02-2019
2202,,Absolute rubbish!,Quality is badREAD MORE,0,0,17-01-2019
2203,,Worth the money,good at this priceREAD MORE,0,0,17-01-2019
2204,,Terrific,Good productREAD MORE,0,0,17-01-2019
2205,,Perfect product!,The packing of the product was great. The product itself has been good. Recommended for anyone looking for a quality bed. Cheers!READ MORE,0,0,17-01-2019
2206,,Utterly Disappointed,worst quality. refused to take backREAD MORE,0,0,17-01-2019
2207,,Value-for-money,"look is awesome , till now satisfied with quality tooREAD MORE",0,0,17-01-2019
2208,,Excellent,superREAD MORE,0,0,17-01-2019
2209,,Really Nice,Worth the money and a responsible delivery and configuration by flipkart and jeeves team.READ MORE,0,0,17-01-2019
2210,,Perfect product!,awesome material  delivered n installation in time ..satisfied.Very good customer service provided by Flipkart Excutive name Sonal????READ MORE,0,0,17-01-2019
2211,,Awesome,gud value for moneyREAD MORE,0,0,17-01-2019
2212,,Classy product,nice bed with good qualityREAD MORE,0,0,17-01-2019
2213,,Decent product,Good optionREAD MORE,0,0,17-01-2019
2214,,Fabulous!,Excellent product. I got this product during big billion days for Rs.7099. So far not faced any problem. Superb product and thanks for Flipkart.READ MORE,0,0,17-01-2019
2215,,Does the job,GoodREAD MORE,0,1,17-01-2019
2216,,Highly recommended,Good productREAD MORE,0,0,17-01-2019
2217,,Great product,NiceREAD MORE,0,0,17-01-2019
2218,,Worth the money,Good product. Worthful for money. Satisfied with the product. Technicians are also very nice guys and experienced. It takes roughly 30 minutes to assemble it.READ MORE,0,0,17-01-2019
2219,,Worthless,hardware was not sent with product.READ MORE,0,0,17-01-2019
2220,,Super!,I am happyREAD MORE,0,0,17-01-2019
2221,,Bad quality,"Not sterdy strong.  So many pieces this cot is made off.   So many screws used.  Not strong and over a period of time, dfntly some screws will become loose.OVERALL NOT GOOD.READ MORE",0,0,17-01-2019
2222,,Decent product,The bed height is very low. And headboard is needed as it hurts to take rest against the sharp edges of the shelves at the back.READ MORE,0,0,17-01-2019
2223,,Nice,it's so so bed Quality is not as per my expectationsREAD MORE,0,0,17-01-2019
2224,,Did not meet expectations,"worst product ever...and worst customer care service also ...they didn't respnd also....coz top layer of bed fully peeling ....I bought just 7 days b4....now it's fully peeling ...I alrdy reqestd for replacement but they didn't respnd...they rejctd my req also wat a worst service....I loss my 11k money only coz of this worst product.....Pls don't buy this product ...and flipkart also....worst custmr service ,worst product,worst installation service....READ MORE",0,0,17-01-2019
2225,,Best in the market!,Amazing product by Flipkart and installation was also done in time.READ MORE,0,0,17-01-2019
2226,,Very Good,Amazing product under reasonable priceREAD MORE,0,0,17-01-2019
2227,,Good choice,Good qualityREAD MORE,0,0,17-01-2019
2228,,Good,"hii Friends after using 1 Month I am reviewing this Bed   first of all Look and finising is very Good you will loved it But, I am not very sure about its Durability becoz, it is made of Ply Only But overall in the price of 11999 This product is Value for MoneyREAD MORE",0,0,17-01-2019
2229,,Just okay,Value for Money  ok for this price rangeREAD MORE,0,0,17-12-2018
2230,,Highly recommended,goodREAD MORE,0,0,17-12-2018
2231,,Unsatisfactory,don't buy this bed... totally wastage of money. it's better to buy from local marketREAD MORE,0,0,17-12-2018
2232,,Awesome,if u r looking for a long lasting product then t it's not for you. but if you are looking for a cheap and best product this is best....READ MORE,0,0,17-12-2018
2233,,Very poor,worst product...people are getting fooled in the name of FlipkartREAD MORE,0,0,17-12-2018
2234,,Delightful,"Ordered for my sis Marriage, Good customer service with installation demo.. Thumbs up ????READ MORE",0,0,17-12-2018
2235,,Pretty good,goodREAD MORE,0,0,17-12-2018
2236,,Worth the money,OkayREAD MORE,0,0,17-12-2018
2237,,Great product,This is an amazing product.value for money.the installation happened  the same day.lucky me..please go for it..it's really nice and affordable..due to some weird reason cannot attach picture..rely on this review and go for it.READ MORE,0,0,17-12-2018
2238,,Simply awesome,good quality & finish....respective to moneyREAD MORE,0,0,17-12-2018
2239,,Good,not upto the markREAD MORE,0,0,17-12-2018
2240,,Hated it!,"pieces do not fit. finishing is not good. and best part, flipkart doesnt take responsibility for the quality.READ MORE",0,0,17-12-2018
